objectid,monitoring_location_identifier,organization_formal,monitoring_location,latitude,longitude,Date,start_time,start_timezone,depth,depth_height_unit,characteristic,sample_fraction,sea_water_temperature,uom,note,x,y
69705,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,14:30:00,UTC,1.76,m,Temperature,,30.5,deg C,,-9448821.1053,3465315.4704
69706,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,15:00:00,UTC,1.7,m,Temperature,,30.5,deg C,,-9448821.1053,3465315.4704
69707,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,15:30:00,UTC,1.63,m,Temperature,,30.5,deg C,,-9448821.1053,3465315.4704
69708,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,16:00:00,UTC,1.56,m,Temperature,,30.6,deg C,,-9448821.1053,3465315.4704
69709,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,16:30:00,UTC,1.5,m,Temperature,,30.7,deg C,,-9448821.1053,3465315.4704
69710,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,17:00:00,UTC,1.44,m,Temperature,,30.7,deg C,,-9448821.1053,3465315.4704
69711,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,17:30:00,UTC,1.38,m,Temperature,,30.8,deg C,,-9448821.1053,3465315.4704
69712,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,18:00:00,UTC,1.32,m,Temperature,,30.9,deg C,,-9448821.1053,3465315.4704
69713,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,18:30:00,UTC,1.27,m,Temperature,,31.0,deg C,,-9448821.1053,3465315.4704
69714,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,19:00:00,UTC,1.22,m,Temperature,,31.0,deg C,,-9448821.1053,3465315.4704
69715,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,19:30:00,UTC,1.2,m,Temperature,,31.1,deg C,,-9448821.1053,3465315.4704
69716,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,20:00:00,UTC,1.17,m,Temperature,,31.2,deg C,,-9448821.1053,3465315.4704
69717,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,20:30:00,UTC,1.18,m,Temperature,,31.4,deg C,,-9448821.1053,3465315.4704
69718,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,21:00:00,UTC,1.19,m,Temperature,,31.6,deg C,,-9448821.1053,3465315.4704
69719,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,21:30:00,UTC,1.24,m,Temperature,,31.7,deg C,,-9448821.1053,3465315.4704
69720,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,22:00:00,UTC,1.3,m,Temperature,,31.6,deg C,,-9448821.1053,3465315.4704
69721,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,22:30:00,UTC,1.35,m,Temperature,,31.6,deg C,,-9448821.1053,3465315.4704
69722,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,23:00:00,UTC,1.39,m,Temperature,,32.0,deg C,,-9448821.1053,3465315.4704
69723,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-25,23:30:00,UTC,1.45,m,Temperature,,31.8,deg C,,-9448821.1053,3465315.4704
69868,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,00:00:00,UTC,1.73,m,Temperature,,29.8,deg C,,-9448821.1053,3465315.4704
69869,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,00:30:00,UTC,1.72,m,Temperature,,29.8,deg C,,-9448821.1053,3465315.4704
69870,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,01:00:00,UTC,1.72,m,Temperature,,29.7,deg C,,-9448821.1053,3465315.4704
69871,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,01:30:00,UTC,1.78,m,Temperature,,29.7,deg C,,-9448821.1053,3465315.4704
69872,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,02:00:00,UTC,1.83,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
69873,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,02:30:00,UTC,1.88,m,Temperature,,29.5,deg C,,-9448821.1053,3465315.4704
69874,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,03:00:00,UTC,1.96,m,Temperature,,29.5,deg C,,-9448821.1053,3465315.4704
69875,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,03:30:00,UTC,2.02,m,Temperature,,29.5,deg C,,-9448821.1053,3465315.4704
69876,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,04:00:00,UTC,2.03,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
69877,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,04:30:00,UTC,2.01,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
69878,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,05:00:00,UTC,2.0,m,Temperature,,29.5,deg C,,-9448821.1053,3465315.4704
69879,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,05:30:00,UTC,1.98,m,Temperature,,29.5,deg C,,-9448821.1053,3465315.4704
69880,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,06:00:00,UTC,2.01,m,Temperature,,29.5,deg C,,-9448821.1053,3465315.4704
69881,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,06:30:00,UTC,2.03,m,Temperature,,29.4,deg C,,-9448821.1053,3465315.4704
69882,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,07:00:00,UTC,2.06,m,Temperature,,29.3,deg C,,-9448821.1053,3465315.4704
69883,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,07:30:00,UTC,2.07,m,Temperature,,29.3,deg C,,-9448821.1053,3465315.4704
69884,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,08:00:00,UTC,2.08,m,Temperature,,29.3,deg C,,-9448821.1053,3465315.4704
69885,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,08:30:00,UTC,2.06,m,Temperature,,29.3,deg C,,-9448821.1053,3465315.4704
69886,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,09:00:00,UTC,2.06,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69887,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,09:30:00,UTC,2.09,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69888,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,10:00:00,UTC,2.1,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69889,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,10:30:00,UTC,2.11,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69890,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,11:00:00,UTC,2.14,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69891,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,11:30:00,UTC,2.2,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69892,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,12:00:00,UTC,2.2,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69893,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,12:30:00,UTC,2.26,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69894,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,13:00:00,UTC,2.27,m,Temperature,,29.0,deg C,,-9448821.1053,3465315.4704
69895,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,13:30:00,UTC,2.3,m,Temperature,,29.0,deg C,,-9448821.1053,3465315.4704
69896,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,14:00:00,UTC,2.33,m,Temperature,,29.0,deg C,,-9448821.1053,3465315.4704
69897,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,14:30:00,UTC,2.35,m,Temperature,,29.0,deg C,,-9448821.1053,3465315.4704
69898,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,15:00:00,UTC,2.36,m,Temperature,,29.0,deg C,,-9448821.1053,3465315.4704
69899,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,15:30:00,UTC,2.38,m,Temperature,,29.0,deg C,,-9448821.1053,3465315.4704
69900,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,16:00:00,UTC,2.42,m,Temperature,,29.0,deg C,,-9448821.1053,3465315.4704
69901,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,16:30:00,UTC,2.36,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69902,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,17:00:00,UTC,2.36,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69903,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,17:30:00,UTC,2.33,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69904,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,18:00:00,UTC,2.31,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69905,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,18:30:00,UTC,2.31,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69906,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,19:00:00,UTC,2.26,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69907,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,19:30:00,UTC,2.18,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69908,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,20:00:00,UTC,2.16,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
69909,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,20:30:00,UTC,2.08,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69910,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,21:00:00,UTC,2.05,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69911,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,21:30:00,UTC,1.96,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69912,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,22:00:00,UTC,1.93,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69913,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,22:30:00,UTC,1.89,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69914,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,23:00:00,UTC,1.84,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
69915,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-08-29,23:30:00,UTC,1.79,m,Temperature,,29.2,deg C,,-9448821.1053,3465315.4704
70924,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,00:00:00,UTC,2.01,m,Temperature,,30.1,deg C,,-9448821.1053,3465315.4704
70925,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,00:30:00,UTC,1.95,m,Temperature,,30.0,deg C,,-9448821.1053,3465315.4704
70926,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,01:00:00,UTC,1.89,m,Temperature,,30.0,deg C,,-9448821.1053,3465315.4704
70927,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,01:30:00,UTC,1.82,m,Temperature,,30.3,deg C,,-9448821.1053,3465315.4704
70928,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,02:00:00,UTC,1.77,m,Temperature,,30.1,deg C,,-9448821.1053,3465315.4704
70929,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,02:30:00,UTC,1.72,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70930,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,03:00:00,UTC,1.67,m,Temperature,,30.1,deg C,,-9448821.1053,3465315.4704
70931,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,03:30:00,UTC,1.63,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70932,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,04:00:00,UTC,1.6,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70933,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,04:30:00,UTC,1.6,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70934,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,05:00:00,UTC,1.63,m,Temperature,,30.3,deg C,,-9448821.1053,3465315.4704
70935,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,05:30:00,UTC,1.68,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70936,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,06:00:00,UTC,1.75,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70937,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,06:30:00,UTC,1.84,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70938,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,07:00:00,UTC,1.91,m,Temperature,,30.1,deg C,,-9448821.1053,3465315.4704
70939,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,07:30:00,UTC,1.95,m,Temperature,,30.0,deg C,,-9448821.1053,3465315.4704
70940,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,08:00:00,UTC,2.01,m,Temperature,,29.8,deg C,,-9448821.1053,3465315.4704
70941,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,08:30:00,UTC,2.05,m,Temperature,,29.9,deg C,,-9448821.1053,3465315.4704
70942,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,09:00:00,UTC,2.08,m,Temperature,,29.8,deg C,,-9448821.1053,3465315.4704
70943,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,09:30:00,UTC,2.08,m,Temperature,,29.8,deg C,,-9448821.1053,3465315.4704
70944,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,10:00:00,UTC,2.07,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
70945,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,10:30:00,UTC,2.04,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
70946,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,11:00:00,UTC,1.98,m,Temperature,,29.4,deg C,,-9448821.1053,3465315.4704
70947,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,11:30:00,UTC,1.93,m,Temperature,,29.4,deg C,,-9448821.1053,3465315.4704
70948,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,12:00:00,UTC,1.87,m,Temperature,,29.4,deg C,,-9448821.1053,3465315.4704
70949,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,12:30:00,UTC,1.79,m,Temperature,,29.4,deg C,,-9448821.1053,3465315.4704
70950,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,13:00:00,UTC,1.73,m,Temperature,,29.3,deg C,,-9448821.1053,3465315.4704
70951,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,13:30:00,UTC,1.67,m,Temperature,,29.1,deg C,,-9448821.1053,3465315.4704
70952,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,14:00:00,UTC,1.62,m,Temperature,,29.4,deg C,,-9448821.1053,3465315.4704
70953,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,14:30:00,UTC,1.56,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
70954,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,15:00:00,UTC,1.5,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
70955,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,15:30:00,UTC,1.46,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
70956,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,16:00:00,UTC,1.4,m,Temperature,,29.5,deg C,,-9448821.1053,3465315.4704
70957,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,16:30:00,UTC,1.36,m,Temperature,,29.6,deg C,,-9448821.1053,3465315.4704
70958,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,17:00:00,UTC,1.34,m,Temperature,,29.7,deg C,,-9448821.1053,3465315.4704
70959,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,17:30:00,UTC,1.37,m,Temperature,,29.8,deg C,,-9448821.1053,3465315.4704
70960,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,18:00:00,UTC,1.41,m,Temperature,,29.9,deg C,,-9448821.1053,3465315.4704
70961,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,18:30:00,UTC,1.49,m,Temperature,,29.9,deg C,,-9448821.1053,3465315.4704
70962,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,19:00:00,UTC,1.56,m,Temperature,,29.9,deg C,,-9448821.1053,3465315.4704
70963,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,19:30:00,UTC,1.62,m,Temperature,,30.3,deg C,,-9448821.1053,3465315.4704
70964,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,20:00:00,UTC,1.7,m,Temperature,,30.2,deg C,,-9448821.1053,3465315.4704
70965,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,20:30:00,UTC,1.74,m,Temperature,,30.5,deg C,,-9448821.1053,3465315.4704
70966,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,21:00:00,UTC,1.8,m,Temperature,,30.4,deg C,,-9448821.1053,3465315.4704
70967,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,21:30:00,UTC,1.85,m,Temperature,,30.5,deg C,,-9448821.1053,3465315.4704
70968,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,22:00:00,UTC,1.91,m,Temperature,,30.5,deg C,,-9448821.1053,3465315.4704
70969,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,22:30:00,UTC,1.94,m,Temperature,,30.3,deg C,,-9448821.1053,3465315.4704
70970,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,23:00:00,UTC,1.96,m,Temperature,,30.1,deg C,,-9448821.1053,3465315.4704
70971,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-20,23:30:00,UTC,1.94,m,Temperature,,30.1,deg C,,-9448821.1053,3465315.4704
71116,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,00:00:00,UTC,2.04,m,Temperature,,28.3,deg C,,-9448821.1053,3465315.4704
71117,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,00:30:00,UTC,2.08,m,Temperature,,28.3,deg C,,-9448821.1053,3465315.4704
71118,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,01:00:00,UTC,2.1,m,Temperature,,28.3,deg C,,-9448821.1053,3465315.4704
71119,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,01:30:00,UTC,2.12,m,Temperature,,28.2,deg C,,-9448821.1053,3465315.4704
71120,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,02:00:00,UTC,2.11,m,Temperature,,28.2,deg C,,-9448821.1053,3465315.4704
71121,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,02:30:00,UTC,2.1,m,Temperature,,28.2,deg C,,-9448821.1053,3465315.4704
71122,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,03:00:00,UTC,2.07,m,Temperature,,28.2,deg C,,-9448821.1053,3465315.4704
71123,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,03:30:00,UTC,2.04,m,Temperature,,28.2,deg C,,-9448821.1053,3465315.4704
71124,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,04:00:00,UTC,2.05,m,Temperature,,28.1,deg C,,-9448821.1053,3465315.4704
71125,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,04:30:00,UTC,2.07,m,Temperature,,28.1,deg C,,-9448821.1053,3465315.4704
71126,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,05:00:00,UTC,2.09,m,Temperature,,28.1,deg C,,-9448821.1053,3465315.4704
71127,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,05:30:00,UTC,2.07,m,Temperature,,28.0,deg C,,-9448821.1053,3465315.4704
71128,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,06:00:00,UTC,2.03,m,Temperature,,28.0,deg C,,-9448821.1053,3465315.4704
71129,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,06:30:00,UTC,2.04,m,Temperature,,28.0,deg C,,-9448821.1053,3465315.4704
71130,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,07:00:00,UTC,2.04,m,Temperature,,27.9,deg C,,-9448821.1053,3465315.4704
71131,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,07:30:00,UTC,2.04,m,Temperature,,27.9,deg C,,-9448821.1053,3465315.4704
71132,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,08:00:00,UTC,2.06,m,Temperature,,27.9,deg C,,-9448821.1053,3465315.4704
71133,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,08:30:00,UTC,2.11,m,Temperature,,27.8,deg C,,-9448821.1053,3465315.4704
71134,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,09:00:00,UTC,2.13,m,Temperature,,27.8,deg C,,-9448821.1053,3465315.4704
71135,apacpwq,National Estuarine Research Reserve System,Apalachicola Bay Cat Point ,29.7021,-84.8802,2005-09-24,09:30:00,UTC,2.16,m,Temperature,,27.8,deg C,,-9448821.1053,3465315.4704
